[2025-12-02T05:55:04.132Z] POST /verifyEmailOTP : 400 (19ms)
[2025-12-02T05:55:16.420Z] POST /verifyEmailOTP : 400 (5ms)
[2025-12-02T05:58:26.952Z] POST /verifyEmailOTP : 200 (42ms)
[2025-12-02T05:58:49.326Z] POST /resendOTP : 400 (2ms)
[2025-12-02T05:59:17.129Z] POST /verifyEmailOTP : 200 (14ms)
[2025-12-02T06:15:42.030Z] GET /signup : 200 (27ms)
[2025-12-02T06:16:01.319Z] GET /signup : 200 (6ms)
[2025-12-02T06:16:41.957Z] POST /signup : 200 (8354ms)
[2025-12-02T06:20:21.936Z] POST /resendOTP : 200 (8424ms)
[2025-12-02T06:20:34.498Z] POST /verifyEmailOTP : 404 (14ms)
[2025-12-02T06:21:11.259Z] POST /verifyEmailOTP : 404 (17ms)
[2025-12-02T06:21:27.182Z] POST /signup : 200 (11126ms)
[2025-12-02T06:21:53.274Z] POST /verifyEmailOTP : 200 (120ms)
[2025-12-02T06:21:54.342Z] GET / : 200 (41ms)
[2025-12-02T06:21:57.628Z] GET /profile : 200 (19ms)
[2025-12-02T06:22:00.285Z] GET /shop : 200 (94ms)
[2025-12-02T06:22:02.192Z] POST /cart/add : 200 (27ms)
[2025-12-02T06:22:03.171Z] GET /shop : 200 (42ms)
[2025-12-02T06:22:04.357Z] GET /cart : 200 (27ms)
[2025-12-02T06:22:05.388Z] GET /checkout : 302 (29ms)
[2025-12-02T06:22:05.410Z] GET /pageNotFound : 500 (18ms)
[2025-12-02T06:23:35.072Z] GET /cart : 302 (11ms)
[2025-12-02T06:23:35.081Z] GET /login : 200 (7ms)
[2025-12-02T06:23:52.896Z] POST /login : 302 (103ms)
[2025-12-02T06:23:52.914Z] GET / : 200 (14ms)
[2025-12-02T06:23:54.946Z] GET /cart : 200 (32ms)
[2025-12-02T06:23:55.927Z] GET /checkout : 404 (20ms)
[2025-12-02T06:23:57.597Z] GET /checkout : 404 (22ms)
[2025-12-02T06:23:58.338Z] GET /checkout : 404 (20ms)
[2025-12-02T06:23:58.520Z] GET /checkout : 404 (18ms)
[2025-12-02T06:23:58.673Z] GET /checkout : 404 (19ms)
[2025-12-02T06:24:40.581Z] GET /cart : 302 (11ms)
[2025-12-02T06:24:40.590Z] GET /login : 200 (7ms)
[2025-12-02T06:24:48.758Z] POST /login : 302 (101ms)
[2025-12-02T06:24:48.775Z] GET / : 200 (14ms)
[2025-12-02T06:24:50.777Z] GET /profile : 200 (16ms)
[2025-12-02T06:24:52.450Z] GET /cart : 200 (31ms)
[2025-12-02T06:24:53.273Z] GET /checkout : 404 (22ms)
[2025-12-02T06:25:23.231Z] GET /checkout : 302 (11ms)
[2025-12-02T06:25:23.242Z] GET /login : 200 (7ms)
[2025-12-02T06:25:23.262Z] GET /checkout : 302 (2ms)
[2025-12-02T06:25:23.275Z] GET /login : 200 (1ms)
[2025-12-02T06:25:23.276Z] GET /checkout : 302 (0ms)
[2025-12-02T06:25:24.377Z] GET /auth/google : 302 (1ms)
[2025-12-02T06:25:25.621Z] GET /auth/google/callback?code=4%2F0Ab32j90WliJKB_DaRZeTFM2Ejr_93xdZlZU02KWm6hM8HoAQRalvR_ahEZBh0dRUj7a8fg&scope=email+profile+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.email+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.profile+openid&authuser=0&prompt=none : 302 (802ms)
[2025-12-02T06:25:25.649Z] GET / : 200 (22ms)
[2025-12-02T06:25:26.844Z] GET /cart : 200 (16ms)
[2025-12-02T06:25:32.790Z] GET /logout : 302 (1ms)
[2025-12-02T06:25:32.814Z] GET / : 200 (22ms)
[2025-12-02T06:25:34.276Z] GET /login : 200 (3ms)
[2025-12-02T06:25:43.324Z] POST /login : 302 (97ms)
[2025-12-02T06:25:43.336Z] GET / : 200 (8ms)
[2025-12-02T06:25:45.381Z] GET /cart : 200 (34ms)
[2025-12-02T06:25:46.495Z] GET /checkout : 200 (28ms)
[2025-12-02T06:25:46.523Z] GET /checkout : 200 (19ms)
[2025-12-02T06:25:58.370Z] GET /shop : 200 (101ms)
[2025-12-02T06:28:35.408Z] GET /shop : 200 (78ms)
[2025-12-02T06:28:36.148Z] GET /shop : 200 (45ms)
[2025-12-02T06:28:37.316Z] GET /login : 302 (3ms)
[2025-12-02T06:28:37.320Z] GET /login : 302 (1ms)
[2025-12-02T06:28:37.322Z] GET /login : 302 (0ms)
[2025-12-02T06:28:37.326Z] GET /login : 302 (1ms)
[2025-12-02T06:28:37.327Z] GET /login : 302 (0ms)
[2025-12-02T06:28:37.329Z] GET /login : 302 (0ms)
[2025-12-02T06:28:37.331Z] GET /login : 302 (1ms)
[2025-12-02T06:28:37.333Z] GET /login : 302 (0ms)
[2025-12-02T06:28:37.335Z] GET /login : 302 (0ms)
[2025-12-02T06:28:37.337Z] GET /login : 302 (1ms)
[2025-12-02T06:28:37.338Z] GET /login : 302 (0ms)
[2025-12-02T06:28:37.339Z] GET /login : 302 (0ms)
[2025-12-02T06:28:37.341Z] GET /login : 302 (0ms)
[2025-12-02T06:28:37.343Z] GET /login : 302 (1ms)
[2025-12-02T06:28:37.344Z] GET /login : 302 (0ms)
[2025-12-02T06:28:37.346Z] GET /login : 302 (0ms)
[2025-12-02T06:28:37.347Z] GET /login : 302 (0ms)
[2025-12-02T06:28:37.349Z] GET /login : 302 (1ms)
[2025-12-02T06:28:37.350Z] GET /login : 302 (0ms)
[2025-12-02T06:28:37.352Z] GET /login : 302 (1ms)
[2025-12-02T06:28:38.384Z] GET /login : 302 (1ms)
[2025-12-02T06:28:38.388Z] GET /login : 302 (1ms)
[2025-12-02T06:28:38.390Z] GET /login : 302 (0ms)
[2025-12-02T06:28:38.392Z] GET /login : 302 (0ms)
[2025-12-02T06:28:38.394Z] GET /login : 302 (0ms)
[2025-12-02T06:28:38.395Z] GET /login : 302 (0ms)
[2025-12-02T06:28:38.397Z] GET /login : 302 (1ms)
[2025-12-02T06:28:38.398Z] GET /login : 302 (0ms)
[2025-12-02T06:28:38.400Z] GET /login : 302 (1ms)
[2025-12-02T06:28:38.401Z] GET /login : 302 (1ms)
[2025-12-02T06:28:38.402Z] GET /login : 302 (0ms)
[2025-12-02T06:28:38.404Z] GET /login : 302 (1ms)
[2025-12-02T06:28:38.405Z] GET /login : 302 (0ms)
[2025-12-02T06:28:38.406Z] GET /login : 302 (0ms)
[2025-12-02T06:28:38.407Z] GET /login : 302 (0ms)
[2025-12-02T06:28:38.409Z] GET /login : 302 (1ms)
[2025-12-02T06:28:38.410Z] GET /login : 302 (1ms)
[2025-12-02T06:28:38.411Z] GET /login : 302 (1ms)
[2025-12-02T06:28:38.412Z] GET /login : 302 (1ms)
[2025-12-02T06:28:38.413Z] GET /login : 302 (1ms)
[2025-12-02T06:28:38.427Z] GET /login : 302 (0ms)
[2025-12-02T06:28:38.429Z] GET /login : 302 (0ms)
[2025-12-02T06:28:38.430Z] GET /login : 302 (0ms)
[2025-12-02T06:28:38.432Z] GET /login : 302 (0ms)
[2025-12-02T06:28:38.433Z] GET /login : 302 (0ms)
[2025-12-02T06:28:38.434Z] GET /login : 302 (0ms)
[2025-12-02T06:28:38.436Z] GET /login : 302 (1ms)
[2025-12-02T06:28:38.437Z] GET /login : 302 (1ms)
[2025-12-02T06:28:38.438Z] GET /login : 302 (1ms)
[2025-12-02T06:28:38.438Z] GET /login : 302 (0ms)
[2025-12-02T06:28:38.441Z] GET /login : 302 (1ms)
[2025-12-02T06:28:38.442Z] GET /login : 302 (0ms)
[2025-12-02T06:28:38.443Z] GET /login : 302 (0ms)
[2025-12-02T06:28:38.444Z] GET /login : 302 (0ms)
[2025-12-02T06:28:38.445Z] GET /login : 302 (1ms)
[2025-12-02T06:28:38.446Z] GET /login : 302 (1ms)
[2025-12-02T06:28:38.447Z] GET /login : 302 (1ms)
[2025-12-02T06:28:38.448Z] GET /login : 302 (1ms)
[2025-12-02T06:28:38.449Z] GET /login : 302 (1ms)
[2025-12-02T06:28:38.450Z] GET /login : 302 (1ms)
[2025-12-02T06:28:42.084Z] GET /login : 302 (1ms)
[2025-12-02T06:28:42.087Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.088Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.090Z] GET /login : 302 (1ms)
[2025-12-02T06:28:42.096Z] GET /login : 302 (1ms)
[2025-12-02T06:28:42.097Z] GET /login : 302 (1ms)
[2025-12-02T06:28:42.099Z] GET /login : 302 (1ms)
[2025-12-02T06:28:42.101Z] GET /login : 302 (1ms)
[2025-12-02T06:28:42.102Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.103Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.104Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.106Z] GET /login : 302 (1ms)
[2025-12-02T06:28:42.107Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.108Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.109Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.110Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.111Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.112Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.113Z] GET /login : 302 (1ms)
[2025-12-02T06:28:42.113Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.296Z] GET /login : 302 (1ms)
[2025-12-02T06:28:42.298Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.300Z] GET /login : 302 (1ms)
[2025-12-02T06:28:42.301Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.303Z] GET /login : 302 (1ms)
[2025-12-02T06:28:42.304Z] GET /login : 302 (1ms)
[2025-12-02T06:28:42.305Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.306Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.307Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.309Z] GET /login : 302 (1ms)
[2025-12-02T06:28:42.310Z] GET /login : 302 (1ms)
[2025-12-02T06:28:42.310Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.312Z] GET /login : 302 (1ms)
[2025-12-02T06:28:42.313Z] GET /login : 302 (1ms)
[2025-12-02T06:28:42.314Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.315Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.317Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.318Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.319Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.320Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.487Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.489Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.490Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.492Z] GET /login : 302 (1ms)
[2025-12-02T06:28:42.493Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.494Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.495Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.496Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.497Z] GET /login : 302 (1ms)
[2025-12-02T06:28:42.498Z] GET /login : 302 (1ms)
[2025-12-02T06:28:42.499Z] GET /login : 302 (1ms)
[2025-12-02T06:28:42.500Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.501Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.505Z] GET /login : 302 (1ms)
[2025-12-02T06:28:42.506Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.507Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.508Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.509Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.510Z] GET /login : 302 (0ms)
[2025-12-02T06:28:42.511Z] GET /login : 302 (1ms)
[2025-12-02T06:28:47.531Z] GET /login : 302 (1ms)
[2025-12-02T06:28:47.534Z] GET /login : 302 (0ms)
[2025-12-02T06:28:47.537Z] GET /login : 302 (1ms)
[2025-12-02T06:28:47.539Z] GET /login : 302 (0ms)
[2025-12-02T06:28:47.541Z] GET /login : 302 (0ms)
[2025-12-02T06:28:47.544Z] GET /login : 302 (1ms)
[2025-12-02T06:28:47.546Z] GET /login : 302 (0ms)
[2025-12-02T06:28:47.548Z] GET /login : 302 (1ms)
[2025-12-02T06:28:47.549Z] GET /login : 302 (0ms)
[2025-12-02T06:28:47.550Z] GET /login : 302 (0ms)
[2025-12-02T06:28:47.552Z] GET /login : 302 (1ms)
[2025-12-02T06:28:47.553Z] GET /login : 302 (0ms)
[2025-12-02T06:28:47.554Z] GET /login : 302 (0ms)
[2025-12-02T06:28:47.555Z] GET /login : 302 (0ms)
[2025-12-02T06:28:47.556Z] GET /login : 302 (0ms)
[2025-12-02T06:28:47.558Z] GET /login : 302 (0ms)
[2025-12-02T06:28:47.560Z] GET /login : 302 (0ms)
[2025-12-02T06:28:47.561Z] GET /login : 302 (0ms)
[2025-12-02T06:28:47.562Z] GET /login : 302 (0ms)
[2025-12-02T06:28:47.563Z] GET /login : 302 (1ms)
[2025-12-02T06:28:49.970Z] GET /login : 302 (1ms)
[2025-12-02T06:28:49.972Z] GET /login : 302 (0ms)
[2025-12-02T06:28:49.974Z] GET /login : 302 (1ms)
[2025-12-02T06:28:49.976Z] GET /login : 302 (0ms)
[2025-12-02T06:28:49.978Z] GET /login : 302 (1ms)
[2025-12-02T06:28:49.979Z] GET /login : 302 (0ms)
[2025-12-02T06:28:49.981Z] GET /login : 302 (1ms)
[2025-12-02T06:28:49.982Z] GET /login : 302 (0ms)
[2025-12-02T06:28:49.983Z] GET /login : 302 (0ms)
[2025-12-02T06:28:49.984Z] GET /login : 302 (0ms)
[2025-12-02T06:28:49.985Z] GET /login : 302 (0ms)
[2025-12-02T06:28:49.986Z] GET /login : 302 (0ms)
[2025-12-02T06:28:49.987Z] GET /login : 302 (0ms)
[2025-12-02T06:28:49.988Z] GET /login : 302 (0ms)
[2025-12-02T06:28:49.989Z] GET /login : 302 (0ms)
[2025-12-02T06:28:49.990Z] GET /login : 302 (0ms)
[2025-12-02T06:28:49.991Z] GET /login : 302 (0ms)
[2025-12-02T06:28:49.992Z] GET /login : 302 (0ms)
[2025-12-02T06:28:49.993Z] GET /login : 302 (0ms)
[2025-12-02T06:28:49.994Z] GET /login : 302 (0ms)
[2025-12-02T06:28:50.164Z] GET /login : 302 (0ms)
[2025-12-02T06:28:50.167Z] GET /login : 302 (1ms)
[2025-12-02T06:28:50.168Z] GET /login : 302 (0ms)
[2025-12-02T06:28:50.170Z] GET /login : 302 (1ms)
[2025-12-02T06:28:50.171Z] GET /login : 302 (0ms)
[2025-12-02T06:28:50.172Z] GET /login : 302 (0ms)
[2025-12-02T06:28:50.173Z] GET /login : 302 (0ms)
[2025-12-02T06:28:50.175Z] GET /login : 302 (1ms)
[2025-12-02T06:28:50.176Z] GET /login : 302 (1ms)
[2025-12-02T06:28:50.177Z] GET /login : 302 (1ms)
[2025-12-02T06:28:50.178Z] GET /login : 302 (1ms)
[2025-12-02T06:28:50.179Z] GET /login : 302 (1ms)
[2025-12-02T06:28:50.180Z] GET /login : 302 (1ms)
[2025-12-02T06:28:50.181Z] GET /login : 302 (0ms)
[2025-12-02T06:28:50.182Z] GET /login : 302 (0ms)
[2025-12-02T06:28:50.184Z] GET /login : 302 (1ms)
[2025-12-02T06:28:50.185Z] GET /login : 302 (0ms)
[2025-12-02T06:28:50.186Z] GET /login : 302 (0ms)
[2025-12-02T06:28:50.187Z] GET /login : 302 (0ms)
[2025-12-02T06:28:50.188Z] GET /login : 302 (1ms)
[2025-12-02T06:28:53.088Z] GET /login : 302 (1ms)
[2025-12-02T06:28:53.094Z] GET /login : 302 (1ms)
[2025-12-02T06:28:53.096Z] GET /login : 302 (0ms)
[2025-12-02T06:28:53.098Z] GET /login : 302 (0ms)
[2025-12-02T06:28:53.100Z] GET /login : 302 (0ms)
[2025-12-02T06:28:53.102Z] GET /login : 302 (0ms)
[2025-12-02T06:28:53.104Z] GET /login : 302 (0ms)
[2025-12-02T06:28:53.107Z] GET /login : 302 (1ms)
[2025-12-02T06:28:53.109Z] GET /login : 302 (1ms)
[2025-12-02T06:28:53.111Z] GET /login : 302 (1ms)
[2025-12-02T06:28:53.112Z] GET /login : 302 (0ms)
[2025-12-02T06:28:53.114Z] GET /login : 302 (0ms)
[2025-12-02T06:28:53.117Z] GET /login : 302 (1ms)
[2025-12-02T06:28:53.119Z] GET /login : 302 (1ms)
[2025-12-02T06:28:53.120Z] GET /login : 302 (0ms)
[2025-12-02T06:28:53.122Z] GET /login : 302 (0ms)
[2025-12-02T06:28:53.124Z] GET /login : 302 (1ms)
[2025-12-02T06:28:53.140Z] GET /login : 302 (15ms)
[2025-12-02T06:28:53.142Z] GET /login : 302 (0ms)
[2025-12-02T06:28:53.144Z] GET /login : 302 (0ms)
[2025-12-02T06:28:54.176Z] GET /login : 302 (1ms)
[2025-12-02T06:28:54.179Z] GET /login : 302 (0ms)
[2025-12-02T06:28:54.181Z] GET /login : 302 (0ms)
[2025-12-02T06:28:54.184Z] GET /login : 302 (1ms)
[2025-12-02T06:28:54.185Z] GET /login : 302 (0ms)
[2025-12-02T06:28:54.187Z] GET /login : 302 (1ms)
[2025-12-02T06:28:54.188Z] GET /login : 302 (0ms)
[2025-12-02T06:28:54.190Z] GET /login : 302 (1ms)
[2025-12-02T06:28:54.191Z] GET /login : 302 (0ms)
[2025-12-02T06:28:54.193Z] GET /login : 302 (1ms)
[2025-12-02T06:28:54.194Z] GET /login : 302 (0ms)
[2025-12-02T06:28:54.195Z] GET /login : 302 (0ms)
[2025-12-02T06:28:54.196Z] GET /login : 302 (0ms)
[2025-12-02T06:28:54.201Z] GET /login : 302 (1ms)
[2025-12-02T06:28:54.202Z] GET /login : 302 (0ms)
[2025-12-02T06:28:54.203Z] GET /login : 302 (0ms)
[2025-12-02T06:28:54.204Z] GET /login : 302 (0ms)
[2025-12-02T06:28:54.205Z] GET /login : 302 (0ms)
[2025-12-02T06:28:54.206Z] GET /login : 302 (0ms)
[2025-12-02T06:28:54.207Z] GET /login : 302 (0ms)
[2025-12-02T06:28:59.221Z] GET /login : 302 (1ms)
[2025-12-02T06:28:59.223Z] GET /login : 302 (0ms)
[2025-12-02T06:28:59.225Z] GET /login : 302 (0ms)
[2025-12-02T06:28:59.227Z] GET /login : 302 (0ms)
[2025-12-02T06:28:59.229Z] GET /login : 302 (0ms)
[2025-12-02T06:28:59.230Z] GET /login : 302 (0ms)
[2025-12-02T06:28:59.237Z] GET /login : 302 (6ms)
[2025-12-02T06:28:59.243Z] GET /login : 302 (1ms)
[2025-12-02T06:28:59.244Z] GET /login : 302 (0ms)
[2025-12-02T06:28:59.245Z] GET /login : 302 (0ms)
[2025-12-02T06:28:59.246Z] GET /login : 302 (0ms)
[2025-12-02T06:28:59.248Z] GET /login : 302 (1ms)
[2025-12-02T06:28:59.249Z] GET /login : 302 (1ms)
[2025-12-02T06:28:59.250Z] GET /login : 302 (1ms)
[2025-12-02T06:28:59.251Z] GET /login : 302 (0ms)
[2025-12-02T06:28:59.252Z] GET /login : 302 (0ms)
[2025-12-02T06:28:59.253Z] GET /login : 302 (0ms)
[2025-12-02T06:28:59.256Z] GET /login : 302 (0ms)
[2025-12-02T06:28:59.258Z] GET /login : 302 (1ms)
[2025-12-02T06:28:59.259Z] GET /login : 302 (1ms)
[2025-12-02T06:29:17.550Z] GET /login : 200 (16ms)
[2025-12-02T06:29:41.742Z] GET /login : 200 (13ms)
[2025-12-02T06:32:32.247Z] GET /login : 200 (16ms)
[2025-12-02T06:32:33.479Z] POST /login : 200 (43ms)
[2025-12-02T06:32:34.702Z] POST /login : 200 (5ms)
[2025-12-02T06:33:52.099Z] POST /login : 500 (15ms)
[2025-12-02T06:34:13.722Z] POST /login : 200 (9ms)
[2025-12-02T06:34:16.818Z] POST /login : 200 (3ms)
[2025-12-02T06:36:54.697Z] POST /login : 200 (56ms)
[2025-12-02T06:38:08.930Z] POST /login : 200 (6ms)
[2025-12-02T06:41:40.058Z] POST /login : 200 (33ms)
[2025-12-02T06:57:54.160Z] GET /auth/google : 302 (12ms)
[2025-12-02T06:57:54.888Z] GET /auth/google/callback?code=4%2F0Ab32j93elZaIMxxkGjaimeLhds8Ko_t8vJIKRn0I4EsZIdtS2enx_yGDywwndo8MpidgzA&scope=email+profile+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.email+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.profile+openid&authuser=0&prompt=none : 302 (435ms)
[2025-12-02T06:57:54.950Z] GET / : 200 (52ms)
[2025-12-02T06:57:56.383Z] GET / : 200 (15ms)
[2025-12-02T06:57:58.107Z] GET /logout : 302 (2ms)
[2025-12-02T06:57:58.127Z] GET / : 200 (18ms)
[2025-12-02T06:58:35.373Z] GET / : 200 (21ms)
[2025-12-02T06:58:36.666Z] GET / : 200 (15ms)
[2025-12-02T07:02:33.637Z] GET /peripheral/Keyboard : 200 (141ms)
